Image,IoU,PA
320173_leftImg8bit_0.png,0.973788825,0.975585938
322074_leftImg8bit_0.png,0.871500651,0.871500651
323983_leftImg8bit_0.png,0.931969436,0.932617188
325435_leftImg8bit_0.png,0.990341248,0.990763346
331073_leftImg8bit_0.png,1,1
333152_leftImg8bit_0.png,0.350310028,0.381795247
335141_leftImg8bit_0.png,0.997678586,0.997680664
335419_leftImg8bit_0.png,0.610709914,0.611755371
338730_leftImg8bit_0.png,0.996886574,0.996887207
339555_leftImg8bit_0.png,0.437525035,0.571472168
341533_leftImg8bit_0.png,0.880635565,0.89469401
343047_leftImg8bit_0.png,0.499653575,0.72084554
345188_leftImg8bit_0.png,0.861002604,0.861002604
346341_leftImg8bit_0.png,0.864053439,0.886962891
351033_leftImg8bit_0.png,0.732791144,0.759358724
356154_leftImg8bit_0.png,0.597900201,0.653259277
357435_leftImg8bit_0.png,1,1
358475_leftImg8bit_0.png,0.735398826,0.776204427
359279_leftImg8bit_0.png,0.968011271,0.96858724
359828_leftImg8bit_0.png,0.624931518,0.818929036
361773_leftImg8bit_0.png,0.984781901,0.984781901
364999_leftImg8bit_0.png,0.826839367,0.93363444
365874_leftImg8bit_0.png,0.838764632,0.880615234
370199_leftImg8bit_0.png,0.998738607,0.998738607
370724_leftImg8bit_0.png,0.790972445,0.893819173
372997_leftImg8bit_0.png,0.942983902,0.954243978
373112_leftImg8bit_0.png,0.950367214,0.952840169
376062_leftImg8bit_0.png,1,1
376614_leftImg8bit_0.png,0.995939911,0.996337891
378357_leftImg8bit_0.png,0.933520387,0.940226237
378539_leftImg8bit_0.png,0.982376513,0.982462565
380010_leftImg8bit_0.png,0.977213542,0.977213542
380341_leftImg8bit_0.png,0.813332684,0.844075521
382112_leftImg8bit_0.png,0.987182617,0.987182617
383620_leftImg8bit_0.png,0.846069336,0.846069336
385555_leftImg8bit_0.png,0.87854217,0.882364909
388661_leftImg8bit_0.png,0.99991862,0.99991862
392964_leftImg8bit_0.png,0.229286671,0.496398926
397882_leftImg8bit_0.png,0.530476888,0.530476888
398503_leftImg8bit_0.png,0.667734802,0.850219727
404966_leftImg8bit_0.png,0.962086035,0.964782715
405880_leftImg8bit_0.png,0.871592974,0.91805013
406929_leftImg8bit_0.png,0.965980401,0.967793783
408519_leftImg8bit_0.png,0.996678959,0.996683757
411206_leftImg8bit_0.png,0.937096906,0.937296549
414746_leftImg8bit_0.png,0.961629232,0.961629232
419015_leftImg8bit_0.png,0.632733452,0.806518555
419324_leftImg8bit_0.png,0.75336312,0.792236328
419355_leftImg8bit_0.png,0.929091217,0.931803385
422755_leftImg8bit_0.png,0.842163086,0.842163086
423524_leftImg8bit_0.png,0.92410098,0.934000651
424514_leftImg8bit_0.png,0.922650454,0.94124349
427031_leftImg8bit_0.png,0.898307185,0.916524251
427132_leftImg8bit_0.png,0.98068527,0.983439128
429139_leftImg8bit_0.png,0.793721517,0.793721517
431140_leftImg8bit_0.png,0.516275406,0.687683105
431662_leftImg8bit_0.png,0.995788574,0.995788574
432321_leftImg8bit_0.png,0.668042162,0.698852539
438597_leftImg8bit_0.png,0.94679311,0.948404948
438787_leftImg8bit_0.png,0.953326857,0.954060872
441374_leftImg8bit_0.png,0.934143545,0.94156901
441440_leftImg8bit_0.png,0.819051869,0.85152181
443193_leftImg8bit_0.png,0.819726231,0.842183431
444314_leftImg8bit_0.png,0.842077967,0.851318359
446410_leftImg8bit_0.png,0.986735026,0.986735026
449910_leftImg8bit_0.png,0.858279419,0.868082682
450659_leftImg8bit_0.png,0.878545184,0.880289714
452744_leftImg8bit_0.png,0.869626123,0.890177409
456925_leftImg8bit_0.png,0.996419271,0.996419271
458200_leftImg8bit_0.png,0.807920792,0.915140788
461854_leftImg8bit_0.png,0.89509476,0.961710612
462138_leftImg8bit_0.png,0.400303075,0.500813802
464874_leftImg8bit_0.png,0.965130931,0.969034831
467672_leftImg8bit_0.png,0.892558305,0.901774089
468830_leftImg8bit_0.png,0.990087113,0.990600586
470016_leftImg8bit_0.png,0.415830017,0.674458822
471875_leftImg8bit_0.png,0.992045085,0.992045085
472179_leftImg8bit_0.png,0.999593099,0.999593099
474509_leftImg8bit_0.png,0.960038797,0.962280273
476678_leftImg8bit_0.png,0.986287435,0.986287435
476713_leftImg8bit_0.png,0.995024876,0.995117188
478843_leftImg8bit_0.png,0.781373844,0.905721029
479507_leftImg8bit_0.png,0.987472501,0.987487793
480826_leftImg8bit_0.png,0.970719081,0.977905273
481556_leftImg8bit_0.png,0.974538129,0.975830078
486389_leftImg8bit_0.png,0.843455423,0.843566895
488190_leftImg8bit_0.png,0.942478409,0.970865885
488344_leftImg8bit_0.png,0.91149977,0.91784668
489937_leftImg8bit_0.png,0.874973124,0.905354818
492095_leftImg8bit_0.png,0.881372971,0.899169922
492168_leftImg8bit_0.png,0.880716029,0.910522461
493930_leftImg8bit_0.png,0.981189545,0.981404622
495952_leftImg8bit_0.png,0.912609309,0.936971029
496631_leftImg8bit_0.png,0.750407899,0.757242839
497226_leftImg8bit_0.png,0.991575676,0.991617839
500110_leftImg8bit_0.png,0.969357877,0.97253418
503253_leftImg8bit_0.png,0.997233073,0.997233073
503459_leftImg8bit_0.png,0.687264681,0.807352702
503750_leftImg8bit_0.png,0.977579753,0.977579753
504596_leftImg8bit_0.png,0.600097656,0.600097656
505367_leftImg8bit_0.png,0.960270642,0.961771647
507296_leftImg8bit_0.png,0.601817335,0.687072754
510712_leftImg8bit_0.png,1,1
511905_leftImg8bit_0.png,0.767547078,0.767944336
515181_leftImg8bit_0.png,0.956348871,0.958007813
516626_leftImg8bit_0.png,0.641537844,0.709391276
520768_leftImg8bit_0.png,0.972688951,0.990641276
522953_leftImg8bit_0.png,0.986994611,0.987284342
523411_leftImg8bit_0.png,0.866103032,0.879170736
524397_leftImg8bit_0.png,0.782864036,0.860839844
528575_leftImg8bit_0.png,0.929992676,0.929992676
529313_leftImg8bit_0.png,0.936787923,0.936787923
529503_leftImg8bit_0.png,0.886128743,0.886128743
530028_leftImg8bit_0.png,0.948971535,0.950032552
532082_leftImg8bit_0.png,0.818362579,0.851318359
533083_leftImg8bit_0.png,0.928584782,0.96891276
534952_leftImg8bit_0.png,0.924449498,0.929707845
537156_leftImg8bit_0.png,0.900928793,0.908203125
543150_leftImg8bit_0.png,0.968921464,0.969116211
544336_leftImg8bit_0.png,0.872183429,0.875244141
545380_leftImg8bit_0.png,0.717840217,0.796508789
547407_leftImg8bit_0.png,0.957834807,0.959920247
548235_leftImg8bit_0.png,0.896580484,0.924316406
553005_leftImg8bit_0.png,1,1
557371_leftImg8bit_0.png,0.924930453,0.925333659
558986_leftImg8bit_0.png,0.989074181,0.989176432
560866_leftImg8bit_0.png,0.682716472,0.773966471
563125_leftImg8bit_0.png,0.850132546,0.898783366
565728_leftImg8bit_0.png,0.736948054,0.795288086
566085_leftImg8bit_0.png,0.989881816,0.990071615
566312_leftImg8bit_0.png,0.978376545,0.979248047
566412_leftImg8bit_0.png,1,1
568321_leftImg8bit_0.png,0.524619394,0.717936198
570064_leftImg8bit_0.png,0.702179401,0.738382975
571635_leftImg8bit_0.png,0.999226888,0.999226888
573367_leftImg8bit_0.png,0.796308335,0.821512858
577999_leftImg8bit_0.png,0.890918894,0.892985026
584884_leftImg8bit_0.png,0.949220064,0.960062663
587946_leftImg8bit_0.png,0.371935316,0.534586589
588062_leftImg8bit_0.png,0.507817774,0.629191081
588442_leftImg8bit_0.png,0.986669384,0.986694336
593472_leftImg8bit_0.png,0.993971556,0.994222005
594675_leftImg8bit_0.png,0.925213573,0.936238607
594781_leftImg8bit_0.png,0.93869409,0.949666341
597097_leftImg8bit_0.png,0.922822817,0.925374349
597111_leftImg8bit_0.png,0.792687157,0.878417969
597358_leftImg8bit_0.png,0.983950744,0.984090169
597662_leftImg8bit_0.png,0.91981352,0.944010417
601555_leftImg8bit_0.png,0.719056802,0.869588216
604374_leftImg8bit_0.png,0.955731457,0.95699056
605752_leftImg8bit_0.png,0.963398149,0.971354167
606044_leftImg8bit_0.png,0.448169759,0.507425944
607235_leftImg8bit_0.png,0.526489258,0.526489258
609250_leftImg8bit_0.png,0.434812404,0.597290039
609901_leftImg8bit_0.png,0.965117983,0.966105143
615048_leftImg8bit_0.png,0.781941394,0.834370931
615814_leftImg8bit_0.png,0.950792566,0.954589844
618038_leftImg8bit_0.png,0.977915448,0.992167155
620428_leftImg8bit_0.png,0.907265848,0.951131185
625576_leftImg8bit_0.png,0.986201282,0.986206055
627946_leftImg8bit_0.png,0.970571335,0.970825195
629677_leftImg8bit_0.png,0.843347433,0.867390951
629695_leftImg8bit_0.png,0.954830818,0.960184733
629696_leftImg8bit_0.png,0.982685229,0.982869466
631022_leftImg8bit_0.png,0.960126776,0.960327148
631312_leftImg8bit_0.png,0.999328613,0.999328613
632871_leftImg8bit_0.png,0.71027921,0.763346354
632936_leftImg8bit_0.png,0.930989583,0.930989583
633260_leftImg8bit_0.png,0.955549635,0.955871582
635727_leftImg8bit_0.png,0.837146238,0.865600586
638413_leftImg8bit_0.png,0.461352034,0.574951172
638859_leftImg8bit_0.png,0.973063151,0.973063151
639432_leftImg8bit_0.png,0.734414462,0.79675293
641413_leftImg8bit_0.png,0.43188528,0.561523438
642172_leftImg8bit_0.png,0.987069154,0.987955729
643550_leftImg8bit_0.png,0.938001745,0.942179362
646566_leftImg8bit_0.png,0.647921831,0.751485189
647350_leftImg8bit_0.png,0.998372396,0.998372396
647961_leftImg8bit_0.png,0.768073106,0.82598877
648360_leftImg8bit_0.png,1,1
648444_leftImg8bit_0.png,0.97257487,0.97257487
652560_leftImg8bit_0.png,0.946286665,0.947469076
653253_leftImg8bit_0.png,0.926859598,0.973673503
653940_leftImg8bit_0.png,0.95200595,0.977681478
656442_leftImg8bit_0.png,0.823445638,0.823445638
660455_leftImg8bit_0.png,0.75535735,0.87109375
662706_leftImg8bit_0.png,0.833508306,0.890299479
662972_leftImg8bit_0.png,0.973064536,0.973795573
664053_leftImg8bit_0.png,0.848510742,0.848510742
664408_leftImg8bit_0.png,0.807514505,0.873779297
670401_leftImg8bit_0.png,0.990306289,0.990315755
671293_leftImg8bit_0.png,0.959594727,0.959594727
672279_leftImg8bit_0.png,0.53676245,0.723510742
672887_leftImg8bit_0.png,0.867439087,0.905029297
673410_leftImg8bit_0.png,0.932210286,0.932210286
674060_leftImg8bit_0.png,0.99987793,0.99987793
676902_leftImg8bit_0.png,0.557042782,0.567749023
677539_leftImg8bit_0.png,0.911624003,0.95715332
678713_leftImg8bit_0.png,0.821956747,0.905700684
680450_leftImg8bit_0.png,0.407836914,0.407836914
682119_leftImg8bit_0.png,0.737839408,0.853068034
683996_leftImg8bit_0.png,0.981581615,0.982259115
684619_leftImg8bit_0.png,0.953231441,0.956420898
687745_leftImg8bit_0.png,0.927653282,0.935302734
689632_leftImg8bit_0.png,0.997148676,0.997151693
692734_leftImg8bit_0.png,0.965972464,0.968221029
695972_leftImg8bit_0.png,0.915048596,0.920511882
712275_leftImg8bit_0.png,0.851130494,0.856933594
712784_leftImg8bit_0.png,0.955375949,0.981465658
713682_leftImg8bit_0.png,0.869645017,0.872843424
714089_leftImg8bit_0.png,0.969998842,0.978922526
716423_leftImg8bit_0.png,1,1
717196_leftImg8bit_0.png,0.97397925,0.974690755
719893_leftImg8bit_0.png,0.97373113,0.991007487
720823_leftImg8bit_0.png,0.760132719,0.829386393
725678_leftImg8bit_0.png,0.933227539,0.933227539
727337_leftImg8bit_0.png,0.929563646,0.944498698
728567_leftImg8bit_0.png,0.952514648,0.952514648
730297_leftImg8bit_0.png,0.908459293,0.914489746
731175_leftImg8bit_0.png,0.917802302,0.922566732
745121_leftImg8bit_0.png,0.949299563,0.953979492
749047_leftImg8bit_0.png,0.898315562,0.90629069
749735_leftImg8bit_0.png,0.700568627,0.821085612
750114_leftImg8bit_0.png,0.637313662,0.711914063
750396_leftImg8bit_0.png,0.990215745,0.990275065
751487_leftImg8bit_0.png,0.992993466,0.993367513
753491_leftImg8bit_0.png,0.870109044,0.884643555
753744_leftImg8bit_0.png,0.913715029,0.921691895
754612_leftImg8bit_0.png,0.930529048,0.944458008
755416_leftImg8bit_0.png,0.884379711,0.903259277
755957_leftImg8bit_0.png,0.994414764,0.998128255
761792_leftImg8bit_0.png,0.971998673,0.97253418
762426_leftImg8bit_0.png,0.960001741,0.962605794
762507_leftImg8bit_0.png,0.855531775,0.857177734
762928_leftImg8bit_0.png,0.958147513,0.962768555
764947_leftImg8bit_0.png,0.954835834,0.956705729
765197_leftImg8bit_0.png,0.885667258,0.944885254
765371_leftImg8bit_0.png,0.627435818,0.754943848
767526_leftImg8bit_0.png,0.989949544,0.989949544
768485_leftImg8bit_0.png,0.550020142,0.727294922
769820_leftImg8bit_0.png,0.819321583,0.889465332
770180_leftImg8bit_0.png,0.917286652,0.934631348
770328_leftImg8bit_0.png,0.936380773,0.961547852
770611_leftImg8bit_0.png,0.354085286,0.354085286
770727_leftImg8bit_0.png,0.988484701,0.988484701
770950_leftImg8bit_0.png,0.872204336,0.93943278
772847_leftImg8bit_0.png,0.906785644,0.932840983
774564_leftImg8bit_0.png,0.963150469,0.963867188
776293_leftImg8bit_0.png,0.922825241,0.931376139
777133_leftImg8bit_0.png,0.989800524,0.990804036
778195_leftImg8bit_0.png,0.966960632,0.973551432
779026_leftImg8bit_0.png,0.730773926,0.730773926
781973_leftImg8bit_0.png,0.802544313,0.829793294
783625_leftImg8bit_0.png,0.843940091,0.937886556
785580_leftImg8bit_0.png,0.742879232,0.742879232
785827_leftImg8bit_0.png,0.983886719,0.983886719
786526_leftImg8bit_0.png,0.836939383,0.848510742
787122_leftImg8bit_0.png,0.97978016,0.981811523
787881_leftImg8bit_0.png,0.867472331,0.867472331
788379_leftImg8bit_0.png,0.812881732,0.917724609
790888_leftImg8bit_0.png,0.899274611,0.911010742
792140_leftImg8bit_0.png,0.640463716,0.671895345
792329_leftImg8bit_0.png,1,1
794303_leftImg8bit_0.png,0.935867135,0.959147135
796507_leftImg8bit_0.png,0.919109327,0.922912598
798613_leftImg8bit_0.png,0.959846128,0.965596517
801227_leftImg8bit_0.png,0.925246026,0.92767334
803671_leftImg8bit_0.png,0.99995931,0.99995931
803711_leftImg8bit_0.png,0.88823583,0.900187174
804487_leftImg8bit_0.png,0.926779353,0.960693359
804555_leftImg8bit_0.png,0.944315592,0.944315592
806254_leftImg8bit_0.png,0.910344406,0.910441081
807309_leftImg8bit_0.png,0.832856364,0.850280762
809101_leftImg8bit_0.png,0.929429995,0.931437174
809409_leftImg8bit_0.png,0.983363383,0.983479818
811498_leftImg8bit_0.png,0.702500753,0.799112956
812467_leftImg8bit_0.png,0.930310548,0.938273112
813520_leftImg8bit_0.png,0.70102946,0.70102946
814086_leftImg8bit_0.png,0.941183858,0.942830404
817084_leftImg8bit_0.png,0.98507395,0.986612956
817356_leftImg8bit_0.png,0.764380741,0.823079427
822584_leftImg8bit_0.png,0.939797963,0.940104167
823716_leftImg8bit_0.png,0.829293636,0.836222331
824708_leftImg8bit_0.png,0.942637676,0.943481445
825174_leftImg8bit_0.png,0.926635742,0.926635742
827164_leftImg8bit_0.png,1,1
830003_leftImg8bit_0.png,0.969738289,0.972005208
832250_leftImg8bit_0.png,0.964469541,0.966715495
834383_leftImg8bit_0.png,0.954768418,0.96097819
836121_leftImg8bit_0.png,0.909423828,0.909423828
837700_leftImg8bit_0.png,0.635440263,0.79699707
838237_leftImg8bit_0.png,0.385477702,0.385477702
839800_leftImg8bit_0.png,0.981180459,0.982381185
840914_leftImg8bit_0.png,0.915229885,0.969991048
841328_leftImg8bit_0.png,0.933677198,0.937215169
841843_leftImg8bit_0.png,0.976696141,0.977050781
842108_leftImg8bit_0.png,0.969294559,0.977701823
842504_leftImg8bit_0.png,0.825914695,0.839986165
843508_leftImg8bit_0.png,0.941218309,0.947875977
845304_leftImg8bit_0.png,0.998575846,0.998575846
847595_leftImg8bit_0.png,0.729243739,0.754313151
848588_leftImg8bit_0.png,0.804282007,0.815877279
849795_leftImg8bit_0.png,0.701033377,0.846374512
849823_leftImg8bit_0.png,0.992915735,0.993041992
850354_leftImg8bit_0.png,0.826104837,0.888163249
853329_leftImg8bit_0.png,0.941789636,0.944783529
853364_leftImg8bit_0.png,0.970907521,0.97257487
856277_leftImg8bit_0.png,0.967900981,0.974568685
856426_leftImg8bit_0.png,0.763625958,0.781534831
857268_leftImg8bit_0.png,0.989013642,0.996297201
862007_leftImg8bit_0.png,0.97893764,0.982381185
862618_leftImg8bit_0.png,0.696615729,0.845703125
863833_leftImg8bit_0.png,0.88037158,0.894938151
866661_leftImg8bit_0.png,0.963581807,0.963948568
870692_leftImg8bit_0.png,0.689086914,0.689086914
870907_leftImg8bit_0.png,1,1
872878_leftImg8bit_0.png,0.844989573,0.859354655
873809_leftImg8bit_0.png,0.97343885,0.976236979
878326_leftImg8bit_0.png,0.950948079,0.950948079
878528_leftImg8bit_0.png,0.724473039,0.750813802
880433_leftImg8bit_0.png,0.84749349,0.84749349
883043_leftImg8bit_0.png,0.973266602,0.973266602
886425_leftImg8bit_0.png,0.724816454,0.77351888
890423_leftImg8bit_0.png,0.909954355,0.920532227
891028_leftImg8bit_0.png,0.97069937,0.973022461
892706_leftImg8bit_0.png,0.99556781,0.995585124
892833_leftImg8bit_0.png,0.99991862,0.99991862
895887_leftImg8bit_0.png,0.996988932,0.996988932
900039_leftImg8bit_0.png,0.974873861,0.974873861
900548_leftImg8bit_0.png,0.93245878,0.935160319
902677_leftImg8bit_0.png,0.919250488,0.919250488
905020_leftImg8bit_0.png,0.772448733,0.808105469
907273_leftImg8bit_0.png,0.675647488,0.810180664
909080_leftImg8bit_0.png,0.93758186,0.937947591
909831_leftImg8bit_0.png,0.82958726,0.862406413
911399_leftImg8bit_0.png,0.356740044,0.398946126
911698_leftImg8bit_0.png,0.868818509,0.872416178
912649_leftImg8bit_0.png,0.801493327,0.801493327
916062_leftImg8bit_0.png,0.355606067,0.665466309
916884_leftImg8bit_0.png,0.736749594,0.762329102
919940_leftImg8bit_0.png,0.729974877,0.831624349
923629_leftImg8bit_0.png,0.994218712,0.994222005
925061_leftImg8bit_0.png,0.845199136,0.846984863
925588_leftImg8bit_0.png,0.932533192,0.935384115
928063_leftImg8bit_0.png,0.923172445,0.923217773
929505_leftImg8bit_0.png,0.948445638,0.948445638
930632_leftImg8bit_0.png,0.76961263,0.76961263
931623_leftImg8bit_0.png,0.991451943,0.991495768
935555_leftImg8bit_0.png,0.96270807,0.968139648
937165_leftImg8bit_0.png,0.825317383,0.825317383
940227_leftImg8bit_0.png,0.902526148,0.922831217
941428_leftImg8bit_0.png,0.658765653,0.767150879
942311_leftImg8bit_0.png,0.336956522,0.46883138
943084_leftImg8bit_0.png,0.998249043,0.998250326
946883_leftImg8bit_0.png,0.942475625,0.972391764
947405_leftImg8bit_0.png,0.992707757,0.992757161
948922_leftImg8bit_0.png,0.902058919,0.902058919
949698_leftImg8bit_0.png,0.929820951,0.930623372
950694_leftImg8bit_0.png,0.905459497,0.906778971
951803_leftImg8bit_0.png,0.832454903,0.862243652
953237_leftImg8bit_0.png,0.934490101,0.970581055
954695_leftImg8bit_0.png,0.907556731,0.957316081
957247_leftImg8bit_0.png,0.982747396,0.982747396
960442_leftImg8bit_0.png,0.922611799,0.925008138
960818_leftImg8bit_0.png,0.926689576,0.934895833
961952_leftImg8bit_0.png,0.971626845,0.973714193
962140_leftImg8bit_0.png,0.907173426,0.944396973
963056_leftImg8bit_0.png,0.903668217,0.958272298
964340_leftImg8bit_0.png,0.951667902,0.953572591
966034_leftImg8bit_0.png,0.956075033,0.956075033
966373_leftImg8bit_0.png,0.660152769,0.782755534
966481_leftImg8bit_0.png,0.992698141,0.992879232
967538_leftImg8bit_0.png,0.860730706,0.885375977
972458_leftImg8bit_0.png,0.96045775,0.960632324
976102_leftImg8bit_0.png,0.969258168,0.970499674
978273_leftImg8bit_0.png,0.990188864,0.990234375
978483_leftImg8bit_0.png,0.868067639,0.879679362
981007_leftImg8bit_0.png,0.852322871,0.86722819
983699_leftImg8bit_0.png,0.584796125,0.754089355
986262_leftImg8bit_0.png,0.576465798,0.576741536
986698_leftImg8bit_0.png,0.859759083,0.883463542
987926_leftImg8bit_0.png,0.939293921,0.940877279
988026_leftImg8bit_0.png,0.727560479,0.754842122
988575_leftImg8bit_0.png,1,1
989490_leftImg8bit_0.png,0.758126899,0.893127441
990596_leftImg8bit_0.png,1,1
990951_leftImg8bit_0.png,0.938406181,0.940795898
991501_leftImg8bit_0.png,0.963824954,0.965657552
993075_leftImg8bit_0.png,0.934400037,0.942362467
995288_leftImg8bit_0.png,0.823023508,0.886962891
998453_leftImg8bit_0.png,0.951212565,0.951212565
999385_leftImg8bit_0.png,0.649780273,0.649780273
